GAME DATE,Away Team,Home Team,LOCATION
3/18/2025,Dodgers,Cubs,Neutral Site
3/19/2025,Dodgers,Cubs,Neutral Site
3/27/2025,Braves,Padres,Petco Park - San Diego
3/27/2025,Red Sox,Rangers,Globe Life Field - Arlington
3/27/2025,Cubs,D-backs,Chase Field - Phoenix
3/27/2025,Phillies,Nationals,Nationals Park - Washington
3/27/2025,Orioles,Blue Jays,Rogers Centre - Toronto
3/27/2025,Rockies,Rays,Tropicana Field - St. Petersburg
3/27/2025,Twins,Cardinals,Busch Stadium - St. Louis
3/27/2025,Pirates,Marlins,loanDepot park - Miami
3/27/2025,Athletics,Mariners,T-Mobile Park - Seattle
3/27/2025,Brewers,Yankees,Yankee Stadium - Bronx
3/27/2025,Mets,Astros,Minute Maid Park - Houston
3/27/2025,Angels,White Sox,Guaranteed Rate Field - Chicago
3/27/2025,Tigers,Dodgers,Dodger Stadium - Los Angeles
3/27/2025,Guardians,Royals,Kauffman Stadium - Kansas City
3/27/2025,Giants,Reds,Great American Ball Park - Cincinnati
3/28/2025,Braves,Padres,Petco Park - San Diego
3/28/2025,Red Sox,Rangers,Globe Life Field - Arlington
3/28/2025,Cubs,D-backs,Chase Field - Phoenix
3/28/2025,Orioles,Blue Jays,Rogers Centre - Toronto
3/28/2025,Pirates,Marlins,loanDepot park - Miami
3/28/2025,Athletics,Mariners,T-Mobile Park - Seattle
3/28/2025,Tigers,Dodgers,Dodger Stadium - Los Angeles
3/29/2025,Braves,Padres,Petco Park - San Diego
3/29/2025,Red Sox,Rangers,Globe Life Field - Arlington
3/29/2025,Cubs,D-backs,Chase Field - Phoenix
3/29/2025,Phillies,Nationals,Nationals Park - Washington
3/29/2025,Orioles,Blue Jays,Rogers Centre - Toronto
3/29/2025,Rockies,Rays,Tropicana Field - St. Petersburg
3/29/2025,Twins,Cardinals,Busch Stadium - St. Louis
3/29/2025,Pirates,Marlins,loanDepot park - Miami
3/29/2025,Athletics,Mariners,T-Mobile Park - Seattle
3/29/2025,Brewers,Yankees,Yankee Stadium - Bronx
3/29/2025,Mets,Astros,Minute Maid Park - Houston
3/29/2025,Angels,White Sox,Guaranteed Rate Field - Chicago
3/29/2025,Tigers,Dodgers,Dodger Stadium - Los Angeles
3/29/2025,Guardians,Royals,Kauffman Stadium - Kansas City
3/29/2025,Giants,Reds,Great American Ball Park - Cincinnati
3/30/2025,Braves,Padres,Petco Park - San Diego
3/30/2025,Red Sox,Rangers,Globe Life Field - Arlington
3/30/2025,Cubs,D-backs,Chase Field - Phoenix
3/30/2025,Phillies,Nationals,Nationals Park - Washington
3/30/2025,Orioles,Blue Jays,Rogers Centre - Toronto
3/30/2025,Rockies,Rays,Tropicana Field - St. Petersburg
3/30/2025,Twins,Cardinals,Busch Stadium - St. Louis
3/30/2025,Pirates,Marlins,loanDepot park - Miami
3/30/2025,Athletics,Mariners,T-Mobile Park - Seattle
3/30/2025,Brewers,Yankees,Yankee Stadium - Bronx
3/30/2025,Mets,Astros,Minute Maid Park - Houston
3/30/2025,Angels,White Sox,Guaranteed Rate Field - Chicago
3/30/2025,Guardians,Royals,Kauffman Stadium - Kansas City
3/30/2025,Giants,Reds,Great American Ball Park - Cincinnati
3/31/2025,Braves,Dodgers,Dodger Stadium - Los Angeles
3/31/2025,Red Sox,Orioles,Oriole Park at Camden Yards - Baltimore
3/31/2025,Cubs,Athletics,Sutter Health Park - Sacramento
3/31/2025,Nationals,Blue Jays,Rogers Centre - Toronto
3/31/2025,Pirates,Rays,Tropicana Field - St. Petersburg
3/31/2025,Angels,Cardinals,Busch Stadium - St. Louis
3/31/2025,Rockies,Phillies,Citizens Bank Park - Philadelphia
3/31/2025,Guardians,Padres,Petco Park - San Diego
3/31/2025,Tigers,Mariners,T-Mobile Park - Seattle
3/31/2025,Mets,Marlins,loanDepot park - Miami
3/31/2025,Twins,White Sox,Guaranteed Rate Field - Chicago
3/31/2025,Royals,Brewers,American Family Field - Milwaukee
3/31/2025,Rangers,Reds,Great American Ball Park - Cincinnati
3/31/2025,Giants,Astros,Minute Maid Park - Houston
4/1/2025,Braves,Dodgers,Dodger Stadium - Los Angeles
4/1/2025,Cubs,Athletics,Sutter Health Park - Sacramento
4/1/2025,Nationals,Blue Jays,Rogers Centre - Toronto
4/1/2025,Pirates,Rays,Tropicana Field - St. Petersburg
4/1/2025,Angels,Cardinals,Busch Stadium - St. Louis
4/1/2025,Guardians,Padres,Petco Park - San Diego
4/1/2025,Tigers,Mariners,T-Mobile Park - Seattle
4/1/2025,D-backs,Yankees,Yankee Stadium - Bronx
4/1/2025,Mets,Marlins,loanDepot park - Miami
4/1/2025,Twins,White Sox,Guaranteed Rate Field - Chicago
4/1/2025,Royals,Brewers,American Family Field - Milwaukee
4/1/2025,Rangers,Reds,Great American Ball Park - Cincinnati
4/1/2025,Giants,Astros,Minute Maid Park - Houston
4/2/2025,Braves,Dodgers,Dodger Stadium - Los Angeles
4/2/2025,Red Sox,Orioles,Oriole Park at Camden Yards - Baltimore
4/2/2025,Cubs,Athletics,Sutter Health Park - Sacramento
4/2/2025,Nationals,Blue Jays,Rogers Centre - Toronto
4/2/2025,Pirates,Rays,Tropicana Field - St. Petersburg
4/2/2025,Angels,Cardinals,Busch Stadium - St. Louis
4/2/2025,Rockies,Phillies,Citizens Bank Park - Philadelphia
4/2/2025,Guardians,Padres,Petco Park - San Diego
4/2/2025,Tigers,Mariners,T-Mobile Park - Seattle
4/2/2025,D-backs,Yankees,Yankee Stadium - Bronx
4/2/2025,Mets,Marlins,loanDepot park - Miami
4/2/2025,Twins,White Sox,Guaranteed Rate Field - Chicago
4/2/2025,Royals,Brewers,American Family Field - Milwaukee
4/2/2025,Rangers,Reds,Great American Ball Park - Cincinnati
4/2/2025,Giants,Astros,Minute Maid Park - Houston
4/3/2025,Red Sox,Orioles,Oriole Park at Camden Yards - Baltimore
4/3/2025,Rockies,Phillies,Citizens Bank Park - Philadelphia
4/3/2025,D-backs,Yankees,Yankee Stadium - Bronx
4/3/2025,Astros,Twins,Target Field - Minneapolis
4/3/2025,Reds,Brewers,American Family Field - Milwaukee
4/4/2025,Marlins,Braves,Truist Park - Atlanta
4/4/2025,Cardinals,Red Sox,Fenway Park - Boston
4/4/2025,Padres,Cubs,Wrigley Field - Chicago
4/4/2025,D-backs,Nationals,Nationals Park - Washington
4/4/2025,Blue Jays,Mets,Citi Field - Flushing
4/4/2025,Rays,Rangers,Globe Life Field - Arlington
4/4/2025,Dodgers,Phillies,Citizens Bank Park - Philadelphia
4/4/2025,Yankees,Pirates,PNC Park - Pittsburgh
4/4/2025,Mariners,Giants,Oracle Park - San Francisco
4/4/2025,Athletics,Rockies,Coors Field - Denver
4/4/2025,Reds,Brewers,American Family Field - Milwaukee
4/4/2025,Guardians,Angels,Angel Stadium - Anaheim
4/4/2025,White Sox,Tigers,Comerica Park - Detroit
4/4/2025,Orioles,Royals,Kauffman Stadium - Kansas City
4/5/2025,Marlins,Braves,Truist Park - Atlanta
4/5/2025,Cardinals,Red Sox,Fenway Park - Boston
4/5/2025,Padres,Cubs,Wrigley Field - Chicago
4/5/2025,D-backs,Nationals,Nationals Park - Washington
4/5/2025,Blue Jays,Mets,Citi Field - Flushing
4/5/2025,Rays,Rangers,Globe Life Field - Arlington
4/5/2025,Dodgers,Phillies,Citizens Bank Park - Philadelphia
4/5/2025,Yankees,Pirates,PNC Park - Pittsburgh
4/5/2025,Mariners,Giants,Oracle Park - San Francisco
4/5/2025,Athletics,Rockies,Coors Field - Denver
4/5/2025,Astros,Twins,Target Field - Minneapolis
4/5/2025,Reds,Brewers,American Family Field - Milwaukee
4/5/2025,Guardians,Angels,Angel Stadium - Anaheim
4/5/2025,White Sox,Tigers,Comerica Park - Detroit
4/5/2025,Orioles,Royals,Kauffman Stadium - Kansas City
4/6/2025,Marlins,Braves,Truist Park - Atlanta
4/6/2025,Cardinals,Red Sox,Fenway Park - Boston
4/6/2025,Padres,Cubs,Wrigley Field - Chicago
4/6/2025,D-backs,Nationals,Nationals Park - Washington
4/6/2025,Blue Jays,Mets,Citi Field - Flushing
4/6/2025,Rays,Rangers,Globe Life Field - Arlington
4/6/2025,Dodgers,Phillies,Citizens Bank Park - Philadelphia
4/6/2025,Yankees,Pirates,PNC Park - Pittsburgh
4/6/2025,Mariners,Giants,Oracle Park - San Francisco
4/6/2025,Athletics,Rockies,Coors Field - Denver
4/6/2025,Astros,Twins,Target Field - Minneapolis
4/6/2025,Reds,Brewers,American Family Field - Milwaukee
4/6/2025,Guardians,Angels,Angel Stadium - Anaheim
4/6/2025,White Sox,Tigers,Comerica Park - Detroit
4/6/2025,Orioles,Royals,Kauffman Stadium - Kansas City
4/7/2025,Blue Jays,Red Sox,Fenway Park - Boston
4/7/2025,Rangers,Cubs,Wrigley Field - Chicago
4/7/2025,Dodgers,Nationals,Nationals Park - Washington
4/7/2025,Rays,Angels,Angel Stadium - Anaheim
4/7/2025,Cardinals,Pirates,PNC Park - Pittsburgh
4/7/2025,Padres,Athletics,Sutter Health Park - Sacramento
4/7/2025,Astros,Mariners,T-Mobile Park - Seattle
4/7/2025,Yankees,Tigers,Comerica Park - Detroit
4/7/2025,Marlins,Mets,Citi Field - Flushing
4/7/2025,Twins,Royals,Kauffman Stadium - Kansas City
4/7/2025,Reds,Giants,Oracle Park - San Francisco
4/7/2025,Orioles,D-backs,Chase Field - Phoenix
4/8/2025,Phillies,Braves,Truist Park - Atlanta
4/8/2025,Blue Jays,Red Sox,Fenway Park - Boston
4/8/2025,Rangers,Cubs,Wrigley Field - Chicago
4/8/2025,Dodgers,Nationals,Nationals Park - Washington
4/8/2025,Rays,Angels,Angel Stadium - Anaheim
4/8/2025,Cardinals,Pirates,PNC Park - Pittsburgh
4/8/2025,Padres,Athletics,Sutter Health Park - Sacramento
4/8/2025,Astros,Mariners,T-Mobile Park - Seattle
4/8/2025,Yankees,Tigers,Comerica Park - Detroit
4/8/2025,Marlins,Mets,Citi Field - Flushing
4/8/2025,Twins,Royals,Kauffman Stadium - Kansas City
4/8/2025,Brewers,Rockies,Coors Field - Denver
4/8/2025,White Sox,Guardians,Progressive Field - Cleveland
4/8/2025,Reds,Giants,Oracle Park - San Francisco
4/8/2025,Orioles,D-backs,Chase Field - Phoenix
4/9/2025,Phillies,Braves,Truist Park - Atlanta
4/9/2025,Blue Jays,Red Sox,Fenway Park - Boston
4/9/2025,Rangers,Cubs,Wrigley Field - Chicago
4/9/2025,Dodgers,Nationals,Nationals Park - Washington
4/9/2025,Rays,Angels,Angel Stadium - Anaheim
4/9/2025,Cardinals,Pirates,PNC Park - Pittsburgh
4/9/2025,Padres,Athletics,Sutter Health Park - Sacramento
4/9/2025,Astros,Mariners,T-Mobile Park - Seattle
4/9/2025,Yankees,Tigers,Comerica Park - Detroit
4/9/2025,Marlins,Mets,Citi Field - Flushing
4/9/2025,Twins,Royals,Kauffman Stadium - Kansas City
4/9/2025,Brewers,Rockies,Coors Field - Denver
4/9/2025,White Sox,Guardians,Progressive Field - Cleveland
4/9/2025,Reds,Giants,Oracle Park - San Francisco
4/9/2025,Orioles,D-backs,Chase Field - Phoenix
4/10/2025,Phillies,Braves,Truist Park - Atlanta
4/10/2025,Blue Jays,Red Sox,Fenway Park - Boston
4/10/2025,Twins,Royals,Kauffman Stadium - Kansas City
4/10/2025,Brewers,Rockies,Coors Field - Denver
4/10/2025,White Sox,Guardians,Progressive Field - Cleveland
4/11/2025,Braves,Rays,Tropicana Field - St. Petersburg
4/11/2025,Red Sox,White Sox,Guaranteed Rate Field - Chicago
4/11/2025,Cubs,Dodgers,Dodger Stadium - Los Angeles
4/11/2025,Nationals,Marlins,loanDepot park - Miami
4/11/2025,Blue Jays,Orioles,Oriole Park at Camden Yards - Baltimore
4/11/2025,Phillies,Cardinals,Busch Stadium - St. Louis
4/11/2025,Pirates,Reds,Great American Ball Park - Cincinnati
4/11/2025,Rockies,Padres,Petco Park - San Diego
4/11/2025,Rangers,Mariners,T-Mobile Park - Seattle
4/11/2025,Mets,Athletics,Sutter Health Park - Sacramento
4/11/2025,Giants,Yankees,Yankee Stadium - Bronx
4/11/2025,Tigers,Twins,Target Field - Minneapolis
4/11/2025,Brewers,D-backs,Chase Field - Phoenix
4/11/2025,Angels,Astros,Minute Maid Park - Houston
4/11/2025,Royals,Guardians,Progressive Field - Cleveland
4/12/2025,Braves,Rays,Tropicana Field - St. Petersburg
4/12/2025,Red Sox,White Sox,Guaranteed Rate Field - Chicago
4/12/2025,Cubs,Dodgers,Dodger Stadium - Los Angeles
4/12/2025,Nationals,Marlins,loanDepot park - Miami
4/12/2025,Blue Jays,Orioles,Oriole Park at Camden Yards - Baltimore
4/12/2025,Phillies,Cardinals,Busch Stadium - St. Louis
4/12/2025,Pirates,Reds,Great American Ball Park - Cincinnati
4/12/2025,Rockies,Padres,Petco Park - San Diego
4/12/2025,Rangers,Mariners,T-Mobile Park - Seattle
4/12/2025,Mets,Athletics,Sutter Health Park - Sacramento
4/12/2025,Giants,Yankees,Yankee Stadium - Bronx
4/12/2025,Tigers,Twins,Target Field - Minneapolis
4/12/2025,Brewers,D-backs,Chase Field - Phoenix
4/12/2025,Angels,Astros,Minute Maid Park - Houston
4/12/2025,Royals,Guardians,Progressive Field - Cleveland
4/13/2025,Braves,Rays,Tropicana Field - St. Petersburg
4/13/2025,Red Sox,White Sox,Guaranteed Rate Field - Chicago
4/13/2025,Cubs,Dodgers,Dodger Stadium - Los Angeles
4/13/2025,Nationals,Marlins,loanDepot park - Miami
4/13/2025,Blue Jays,Orioles,Oriole Park at Camden Yards - Baltimore
4/13/2025,Phillies,Cardinals,Busch Stadium - St. Louis
4/13/2025,Pirates,Reds,Great American Ball Park - Cincinnati
4/13/2025,Rockies,Padres,Petco Park - San Diego
4/13/2025,Rangers,Mariners,T-Mobile Park - Seattle
4/13/2025,Mets,Athletics,Sutter Health Park - Sacramento
4/13/2025,Giants,Yankees,Yankee Stadium - Bronx
4/13/2025,Tigers,Twins,Target Field - Minneapolis
4/13/2025,Brewers,D-backs,Chase Field - Phoenix
4/13/2025,Angels,Astros,Minute Maid Park - Houston
4/13/2025,Royals,Guardians,Progressive Field - Cleveland
4/14/2025,Braves,Blue Jays,Rogers Centre - Toronto
4/14/2025,Red Sox,Rays,Tropicana Field - St. Petersburg
4/14/2025,Cubs,Padres,Petco Park - San Diego
4/14/2025,Nationals,Pirates,PNC Park - Pittsburgh
4/14/2025,Astros,Cardinals,Busch Stadium - St. Louis
4/14/2025,Giants,Phillies,Citizens Bank Park - Philadelphia
4/14/2025,Royals,Yankees,Yankee Stadium - Bronx
4/14/2025,Mets,Twins,Target Field - Minneapolis
4/14/2025,Tigers,Brewers,American Family Field - Milwaukee
4/14/2025,Rockies,Dodgers,Dodger Stadium - Los Angeles
4/15/2025,Braves,Blue Jays,Rogers Centre - Toronto
4/15/2025,Red Sox,Rays,Tropicana Field - St. Petersburg
4/15/2025,Cubs,Padres,Petco Park - San Diego
4/15/2025,Nationals,Pirates,PNC Park - Pittsburgh
4/15/2025,Astros,Cardinals,Busch Stadium - St. Louis
4/15/2025,Giants,Phillies,Citizens Bank Park - Philadelphia
4/15/2025,Mariners,Reds,Great American Ball Park - Cincinnati
4/15/2025,Athletics,White Sox,Guaranteed Rate Field - Chicago
4/15/2025,Royals,Yankees,Yankee Stadium - Bronx
4/15/2025,Mets,Twins,Target Field - Minneapolis
4/15/2025,Tigers,Brewers,American Family Field - Milwaukee
4/15/2025,Angels,Rangers,Globe Life Field - Arlington
4/15/2025,Rockies,Dodgers,Dodger Stadium - Los Angeles
4/15/2025,D-backs,Marlins,loanDepot park - Miami
4/15/2025,Guardians,Orioles,Oriole Park at Camden Yards - Baltimore
4/16/2025,Braves,Blue Jays,Rogers Centre - Toronto
4/16/2025,Red Sox,Rays,Tropicana Field - St. Petersburg
4/16/2025,Cubs,Padres,Petco Park - San Diego
4/16/2025,Nationals,Pirates,PNC Park - Pittsburgh
4/16/2025,Astros,Cardinals,Busch Stadium - St. Louis
4/16/2025,Giants,Phillies,Citizens Bank Park - Philadelphia
4/16/2025,Mariners,Reds,Great American Ball Park - Cincinnati
4/16/2025,Athletics,White Sox,Guaranteed Rate Field - Chicago
4/16/2025,Royals,Yankees,Yankee Stadium - Bronx
4/16/2025,Mets,Twins,Target Field - Minneapolis
4/16/2025,Tigers,Brewers,American Family Field - Milwaukee
4/16/2025,Angels,Rangers,Globe Life Field - Arlington
4/16/2025,Rockies,Dodgers,Dodger Stadium - Los Angeles
4/16/2025,D-backs,Marlins,loanDepot park - Miami
4/16/2025,Guardians,Orioles,Oriole Park at Camden Yards - Baltimore
4/17/2025,Nationals,Pirates,PNC Park - Pittsburgh
4/17/2025,Yankees,Rays,Tropicana Field - St. Petersburg
4/17/2025,Cardinals,Mets,Citi Field - Flushing
4/17/2025,Giants,Phillies,Citizens Bank Park - Philadelphia
4/17/2025,Mariners,Reds,Great American Ball Park - Cincinnati
4/17/2025,Athletics,White Sox,Guaranteed Rate Field - Chicago
4/17/2025,Angels,Rangers,Globe Life Field - Arlington
4/17/2025,D-backs,Marlins,loanDepot park - Miami
4/17/2025,Royals,Tigers,Comerica Park - Detroit
4/17/2025,Guardians,Orioles,Oriole Park at Camden Yards - Baltimore
4/18/2025,Twins,Braves,Truist Park - Atlanta
4/18/2025,White Sox,Red Sox,Fenway Park - Boston
4/18/2025,D-backs,Cubs,Wrigley Field - Chicago
4/18/2025,Nationals,Rockies,Coors Field - Denver
4/18/2025,Mariners,Blue Jays,Rogers Centre - Toronto
4/18/2025,Yankees,Rays,Tropicana Field - St. Petersburg
4/18/2025,Cardinals,Mets,Citi Field - Flushing
4/18/2025,Marlins,Phillies,Citizens Bank Park - Philadelphia
4/18/2025,Guardians,Pirates,PNC Park - Pittsburgh
4/18/2025,Padres,Astros,Minute Maid Park - Houston
4/18/2025,Athletics,Brewers,American Family Field - Milwaukee
4/18/2025,Giants,Angels,Angel Stadium - Anaheim
4/18/2025,Dodgers,Rangers,Globe Life Field - Arlington
4/18/2025,Royals,Tigers,Comerica Park - Detroit
4/18/2025,Reds,Orioles,Oriole Park at Camden Yards - Baltimore
4/19/2025,Twins,Braves,Truist Park - Atlanta
4/19/2025,White Sox,Red Sox,Fenway Park - Boston
4/19/2025,D-backs,Cubs,Wrigley Field - Chicago
4/19/2025,Nationals,Rockies,Coors Field - Denver
4/19/2025,Mariners,Blue Jays,Rogers Centre - Toronto
4/19/2025,Yankees,Rays,Tropicana Field - St. Petersburg
4/19/2025,Cardinals,Mets,Citi Field - Flushing
4/19/2025,Marlins,Phillies,Citizens Bank Park - Philadelphia
4/19/2025,Guardians,Pirates,PNC Park - Pittsburgh
4/19/2025,Padres,Astros,Minute Maid Park - Houston
4/19/2025,Athletics,Brewers,American Family Field - Milwaukee
4/19/2025,Giants,Angels,Angel Stadium - Anaheim
4/19/2025,Dodgers,Rangers,Globe Life Field - Arlington
4/19/2025,Royals,Tigers,Comerica Park - Detroit
4/19/2025,Reds,Orioles,Oriole Park at Camden Yards - Baltimore
4/20/2025,Twins,Braves,Truist Park - Atlanta
4/20/2025,White Sox,Red Sox,Fenway Park - Boston
4/20/2025,D-backs,Cubs,Wrigley Field - Chicago
4/20/2025,Nationals,Rockies,Coors Field - Denver
4/20/2025,Mariners,Blue Jays,Rogers Centre - Toronto
4/20/2025,Yankees,Rays,Tropicana Field - St. Petersburg
4/20/2025,Cardinals,Mets,Citi Field - Flushing
4/20/2025,Marlins,Phillies,Citizens Bank Park - Philadelphia
4/20/2025,Guardians,Pirates,PNC Park - Pittsburgh
4/20/2025,Padres,Astros,Minute Maid Park - Houston
4/20/2025,Athletics,Brewers,American Family Field - Milwaukee
4/20/2025,Giants,Angels,Angel Stadium - Anaheim
4/20/2025,Dodgers,Rangers,Globe Life Field - Arlington
4/20/2025,Royals,Tigers,Comerica Park - Detroit
4/20/2025,Reds,Orioles,Oriole Park at Camden Yards - Baltimore
4/21/2025,Cardinals,Braves,Truist Park - Atlanta
4/21/2025,White Sox,Red Sox,Fenway Park - Boston
4/21/2025,Blue Jays,Astros,Minute Maid Park - Houston
4/21/2025,Phillies,Mets,Citi Field - Flushing
4/21/2025,Padres,Tigers,Comerica Park - Detroit
4/21/2025,Yankees,Guardians,Progressive Field - Cleveland
4/21/2025,Brewers,Giants,Oracle Park - San Francisco
4/21/2025,Reds,Marlins,loanDepot park - Miami
4/22/2025,Cardinals,Braves,Truist Park - Atlanta
4/22/2025,Mariners,Red Sox,Fenway Park - Boston
4/22/2025,Dodgers,Cubs,Wrigley Field - Chicago
4/22/2025,Orioles,Nationals,Nationals Park - Washington
4/22/2025,Blue Jays,Astros,Minute Maid Park - Houston
4/22/2025,Rays,D-backs,Chase Field - Phoenix
4/22/2025,Phillies,Mets,Citi Field - Flushing
4/22/2025,Pirates,Angels,Angel Stadium - Anaheim
4/22/2025,Padres,Tigers,Comerica Park - Detroit
4/22/2025,Rangers,Athletics,Sutter Health Park - Sacramento
4/22/2025,Yankees,Guardians,Progressive Field - Cleveland
4/22/2025,White Sox,Twins,Target Field - Minneapolis
4/22/2025,Brewers,Giants,Oracle Park - San Francisco
4/22/2025,Reds,Marlins,loanDepot park - Miami
4/22/2025,Rockies,Royals,Kauffman Stadium - Kansas City
4/23/2025,Cardinals,Braves,Truist Park - Atlanta
4/23/2025,Mariners,Red Sox,Fenway Park - Boston
4/23/2025,Dodgers,Cubs,Wrigley Field - Chicago
4/23/2025,Orioles,Nationals,Nationals Park - Washington
4/23/2025,Blue Jays,Astros,Minute Maid Park - Houston
4/23/2025,Rays,D-backs,Chase Field - Phoenix
4/23/2025,Phillies,Mets,Citi Field - Flushing
4/23/2025,Pirates,Angels,Angel Stadium - Anaheim
4/23/2025,Padres,Tigers,Comerica Park - Detroit
4/23/2025,Rangers,Athletics,Sutter Health Park - Sacramento
4/23/2025,Yankees,Guardians,Progressive Field - Cleveland
4/23/2025,White Sox,Twins,Target Field - Minneapolis
4/23/2025,Brewers,Giants,Oracle Park - San Francisco
4/23/2025,Reds,Marlins,loanDepot park - Miami
4/23/2025,Rockies,Royals,Kauffman Stadium - Kansas City
4/24/2025,Mariners,Red Sox,Fenway Park - Boston
4/24/2025,Orioles,Nationals,Nationals Park - Washington
4/24/2025,Rays,D-backs,Chase Field - Phoenix
4/24/2025,Pirates,Angels,Angel Stadium - Anaheim
4/24/2025,Rangers,Athletics,Sutter Health Park - Sacramento
4/24/2025,White Sox,Twins,Target Field - Minneapolis
4/24/2025,Brewers,Giants,Oracle Park - San Francisco
4/24/2025,Rockies,Royals,Kauffman Stadium - Kansas City
4/25/2025,Braves,D-backs,Chase Field - Phoenix
4/25/2025,Red Sox,Guardians,Progressive Field - Cleveland
4/25/2025,Phillies,Cubs,Wrigley Field - Chicago
4/25/2025,Mets,Nationals,Nationals Park - Washington
4/25/2025,Blue Jays,Yankees,Yankee Stadium - Bronx
4/25/2025,Rays,Padres,Petco Park - San Diego
4/25/2025,Brewers,Cardinals,Busch Stadium - St. Louis
4/25/2025,Pirates,Dodgers,Dodger Stadium - Los Angeles
4/25/2025,Marlins,Mariners,T-Mobile Park - Seattle
4/25/2025,White Sox,Athletics,Sutter Health Park - Sacramento
4/25/2025,Angels,Twins,Target Field - Minneapolis
4/25/2025,Orioles,Tigers,Comerica Park - Detroit
4/25/2025,Reds,Rockies,Coors Field - Denver
4/25/2025,Astros,Royals,Kauffman Stadium - Kansas City
4/25/2025,Rangers,Giants,Oracle Park - San Francisco
4/26/2025,Braves,D-backs,Chase Field - Phoenix
4/26/2025,Red Sox,Guardians,Progressive Field - Cleveland
4/26/2025,Phillies,Cubs,Wrigley Field - Chicago
4/26/2025,Mets,Nationals,Nationals Park - Washington
4/26/2025,Blue Jays,Yankees,Yankee Stadium - Bronx
4/26/2025,Rays,Padres,Petco Park - San Diego
4/26/2025,Brewers,Cardinals,Busch Stadium - St. Louis
4/26/2025,Pirates,Dodgers,Dodger Stadium - Los Angeles
4/26/2025,Marlins,Mariners,T-Mobile Park - Seattle
4/26/2025,White Sox,Athletics,Sutter Health Park - Sacramento
4/26/2025,Angels,Twins,Target Field - Minneapolis
4/26/2025,Orioles,Tigers,Comerica Park - Detroit
4/26/2025,Reds,Rockies,Coors Field - Denver
4/26/2025,Astros,Royals,Kauffman Stadium - Kansas City
4/26/2025,Rangers,Giants,Oracle Park - San Francisco
4/27/2025,Braves,D-backs,Chase Field - Phoenix
4/27/2025,Red Sox,Guardians,Progressive Field - Cleveland
4/27/2025,Phillies,Cubs,Wrigley Field - Chicago
4/27/2025,Mets,Nationals,Nationals Park - Washington
4/27/2025,Blue Jays,Yankees,Yankee Stadium - Bronx
4/27/2025,Rays,Padres,Petco Park - San Diego
4/27/2025,Brewers,Cardinals,Busch Stadium - St. Louis
4/27/2025,Pirates,Dodgers,Dodger Stadium - Los Angeles
4/27/2025,Marlins,Mariners,T-Mobile Park - Seattle
4/27/2025,White Sox,Athletics,Sutter Health Park - Sacramento
4/27/2025,Angels,Twins,Target Field - Minneapolis
4/27/2025,Orioles,Tigers,Comerica Park - Detroit
4/27/2025,Reds,Rockies,Coors Field - Denver
4/27/2025,Astros,Royals,Kauffman Stadium - Kansas City
4/27/2025,Rangers,Giants,Oracle Park - San Francisco
4/28/2025,Braves,Rockies,Coors Field - Denver
4/28/2025,Mets,Nationals,Nationals Park - Washington
4/28/2025,Cardinals,Reds,Great American Ball Park - Cincinnati
4/28/2025,Athletics,Rangers,Globe Life Field - Arlington
4/28/2025,Yankees,Orioles,Oriole Park at Camden Yards - Baltimore
4/28/2025,Twins,Guardians,Progressive Field - Cleveland
4/28/2025,Marlins,Dodgers,Dodger Stadium - Los Angeles
4/28/2025,Tigers,Astros,Minute Maid Park - Houston
4/29/2025,Braves,Rockies,Coors Field - Denver
4/29/2025,Red Sox,Blue Jays,Rogers Centre - Toronto
4/29/2025,Cubs,Pirates,PNC Park - Pittsburgh
4/29/2025,Nationals,Phillies,Citizens Bank Park - Philadelphia
4/29/2025,Royals,Rays,Tropicana Field - St. Petersburg
4/29/2025,Cardinals,Reds,Great American Ball Park - Cincinnati
4/29/2025,Giants,Padres,Petco Park - San Diego
4/29/2025,Angels,Mariners,T-Mobile Park - Seattle
4/29/2025,Athletics,Rangers,Globe Life Field - Arlington
4/29/2025,Yankees,Orioles,Oriole Park at Camden Yards - Baltimore
4/29/2025,D-backs,Mets,Citi Field - Flushing
4/29/2025,Twins,Guardians,Progressive Field - Cleveland
4/29/2025,Brewers,White Sox,Guaranteed Rate Field - Chicago
4/29/2025,Marlins,Dodgers,Dodger Stadium - Los Angeles
4/29/2025,Tigers,Astros,Minute Maid Park - Houston
4/30/2025,Braves,Rockies,Coors Field - Denver
4/30/2025,Red Sox,Blue Jays,Rogers Centre - Toronto
4/30/2025,Cubs,Pirates,PNC Park - Pittsburgh
4/30/2025,Nationals,Phillies,Citizens Bank Park - Philadelphia
4/30/2025,Royals,Rays,Tropicana Field - St. Petersburg
4/30/2025,Cardinals,Reds,Great American Ball Park - Cincinnati
4/30/2025,Giants,Padres,Petco Park - San Diego
4/30/2025,Angels,Mariners,T-Mobile Park - Seattle
4/30/2025,Athletics,Rangers,Globe Life Field - Arlington
4/30/2025,Yankees,Orioles,Oriole Park at Camden Yards - Baltimore
4/30/2025,D-backs,Mets,Citi Field - Flushing
4/30/2025,Twins,Guardians,Progressive Field - Cleveland
4/30/2025,Brewers,White Sox,Guaranteed Rate Field - Chicago
4/30/2025,Marlins,Dodgers,Dodger Stadium - Los Angeles
4/30/2025,Tigers,Astros,Minute Maid Park - Houston
5/1/2025,Red Sox,Blue Jays,Rogers Centre - Toronto
5/1/2025,Cubs,Pirates,PNC Park - Pittsburgh
